##4113706,...2,...3
opinion,opinion,nn1
that,that,cst
Joe,joe,np1
Paterno,paterno,np1
did,do,vdd
not,not,xx
meet,meet,vvi
his,his,appge
moral,moral,jj
obligation,obligation,nn1
and,and,cc
for,for,if
that,that,dd1
reason,reason,nn1_vv0@
me,me,ppio1
",",",",y
personally,personally,rr
for,for,if
that,that,dd1
reason,reason,nn1
",",",",y
I,i,ppis1
felt,feel,vvd
he,he,pphs1
could,could,vm
no,no,rr21
longer,long,rr22
lead,lead,vvi
the,the,at
university,university,nn1
and,and,cc
it,it,pph1
was,be,vbdz
unanimous,unanimous,jj
.,.,y
NA,y,NA
#,#,fo
But,but,ccb
Dambly,NA,np1_rr
and,and,cc
three,three,mc
other,other,jj
trustees,trustee,nn2
interviewed,interview,vvd
Thursday,thursday,npd1
on,on,ii
the,the,at
Penn,penn,np1
State,state,nn1
campus,campus,nn1
said,say,vvd
they,they,pphs2
still,still,rr
intended,intend,vvn_vvd
to,to,to
honor,honor,vvi
Paterno,paterno,np1_nn1
's,'s,ge
accomplishments,accomplishment,nn2
and,and,cc
contributions,contribution,nn2
to,to,ii
the,the,at
school,school,nn1
.,.,y
He,he,pphs1
won,win,vvd
a,a,at1
Division,division,nn1
I,i,ppis1
record,record,vv0@
409,409,mc
games,game,nn2
over,over,rg
46,46,mc
seasons,season,nnt2
and,and,cc
the,the,at
Paterno,paterno,nn1_np1
family,family,nn1
has,have,vhz
donated,donate,vvn
millions,million,nno2
of,of,io
dollars,dollar,nnu2
to,to,ii
the,the,at
school,school,nn1
.,.,y
#,#,fo
NA,y,NA
Obviously,obviously,rr
Joe,joe,np1
Paterno,paterno,np1_nn1
is,be,vbz
a,a,at1
worldwide,worldwide,jj
icon,icon,nn1
and,and,cc
has,have,vhz
done,do,vdn
a,a,at1
tremendous,tremendous,jj
amount,amount,nn1
for,for,if
the,the,at
university,university,nn1
",",",",y
NA,y,NA
trustee,trustee,nn1
Joel,joel,np1
Myers,myers,np1
said,say,vvd
.,.,y
NA,y,NA
We,we,ppis2
have,have,vh0
sorrow,sorrow,nn1
and,and,cc
all,all,db
kinds,kind,nn2
of,of,io
emotions,emotion,nn2
",",",",y
empathy,empathy,nn1
",",",",y
sympathy,sympathy,nn1
for,for,if
what,what,ddq
has,have,vhz
occurred,occur,vvn
.,.,y
That,that,dd1
's,be,vbz
universal,universal,jj
.,.,y
#,#,fo
NA,y,NA
But,but,ccb
the,the,at
university,university,nn1
",",",",y
this,this,dd1
institution,institution,nn1
is,be,vbz
greater,great,jjr
than,than,csn
one,one,mc1
person,person,nn1
.,.,y
NA,y,NA
#,#,fo
An,a,at1
attorney,attorney,nn1
for,for,if
Paterno,paterno,nn1_np1
on,on,ii
Thursday,thursday,npd1
called,call,vvd@
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
.,.,y
Paterno,paterno,nn1_np1@
fully,fully,rr
reported,report,vvn_vvd
what,what,ddq
he,he,pphs1
knew,know,vvd
to,to,ii
the,the,at
people,people,nn
responsible,responsible,jj
for,for,if
campus,campus,nn1
investigations,investigation,nn2
",",",",y
lawyer,lawyer,nn1
Wick,wick,np1
Sollers,sollers,np1
said,say,vvd
.,.,y
#,#,fo
NA,y,NA
He,he,pphs1
did,do,vdd
what,what,ddq
he,he,pphs1
thought,think,vvd
was,be,vbdz
right,right,jj
with,with,iw
the,the,at
information,information,nn1
he,he,pphs1
had,have,vhd
at,at,ii
the,the,at
time,time,nnt1
",",",",y
NA,y,NA
Sollers,sollers,np1
said,say,vvd
.,.,y
#,#,fo
The,the,at
trustees,trustee,nn2
spoke,speak,vvd
out,out,rp
ahead,ahead,ii21
of,of,ii22
Friday,friday,npd1
's,'s,ge
board,board,nn1
meeting,meeting,nn1_vvg
",",",",y
their,their,appge
first,first,md
gathering,gathering,nn1
since,since,ii@_cs
November,november,npm1
and,and,cc
the,the,at
frantic,frantic,jj
week,week,nnt1
after,after,ii_cs
criminal,criminal,jj_nn1
charges,charge,nn2
were,be,vbdr
filed,file,vvn
against,against,ii
Sandusky,sandusky,np1
",",",",y
once,once,rr
heralded,herald,vvn_vvd
as,as,ii_csa
the,the,at
architect,architect,nn1
for,for,if
the,the,at
storied,storied,jj
program,program,nn1
's,'s,ge_vbz
NA,y,NA
Linebacker,linebacker,np1_nn1
U.,u,np1
NA,y,NA
defense,defense,nn1
.,.,y
#,#,fo
The,the,at
trustees,trustee,nn2
described,describe,vvd_vvn
the,the,at
long,long,jj
deliberations,deliberation,nn2
in,in,ii
the,the,at
days,day,nnt2
leading,lead,vvg
up,up,ii21
to,to,ii22
Paterno,paterno,np1
's,'s,ge
ouster,ouster,nn1
as,as,csa_rg@
emotional,emotional,jj
and,and,cc
nerve,nerve,nn1_vv0@
wracking,wrack,vvg_nn1@
",",",",y
echoing,echo,vvg
the,the,at
confusion,confusion,nn1
and,and,cc
anguish,anguish,nn1
also,also,rr
felt,feel,vvn_vvd
among,among,ii
students,student,nn2
and,and,cc
alumni,alumnus,nn2
as,as,ii_csa
the,the,at
scandal,scandal,nn1
unfolded,unfold,vvd_vvn
.,.,y
They,they,pphs2
were,be,vbdr
shocked,shock,vvn
by,by,ii
the,the,at
lurid,lurid,jj
details,detail,nn2
that,that,cst
had,have,vhd
emerged,emerge,vvn
about,about,ii
the,the,at
case,case,nn1
that,that,dd1
week,week,nnt1
",",",",y
after,after,ii
having,have,vhg
been,be,vbn
given,give,vvn
a,a,at1
short,short,jj
briefing,briefing,nn1
about,about,ii
Sandusky,sandusky,jj@_np1
months,month,nnt2
earlier,early,rrr
by,by,ii
school,school,nn1
President,president,nnb
Graham,graham,np1
Spanier,spanier,np1_nn1
and,and,cc
general,general,jj_nn1
counsel,counsel,nn1
Cynthia,cynthia,np1
Baldwin,baldwin,np1
.,.,y
That,that,dd1
session,session,nnt1
lasted,last,vvd
roughly,roughly,rr
7,7,mc
minutes,minute,nnt2
and,and,cc
provided,provide,vvd_cs_vvn
few,few,da2
insights,insight,nn2
",",",",y
trustees,trustee,nn2
said,say,vvd
.,.,y
#,#,fo
Paterno,paterno,np1_nn1
was,be,vbdz
dismissed,dismiss,vvn
the,the,at
same,same,da
day,day,nnt1
Spanier,spanier,nn1_np1
also,also,rr
departed,depart,vvn_vvd
under,under,ii
pressure,pressure,nn1
.,.,y
The,the,at
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
the,the,at
role,role,nn1
of,of,io
Penn,penn,np1
State,state,nn1
officials,official,nn2
.,.,y
#,#,fo
Since,since,ii
then,then,rt
",",",",y
some,some,dd
alumni,alumnus,nn2
and,and,cc
former,former,da
players,player,nn2
have,have,vh0
been,be,vbn
questioning,question,vvg
the,the,at
actions,action,nn2
of,of,io
the,the,at
trustees,trustee,nn2
.,.,y
The,the,at
criticism,criticism,nn1
boiled,boil,vvn_vvd@
over,over,rp
in,in,ii
three,three,mc
town,town,nn1
hall-style,hall-style,nn1_jj
meetings,meeting,nn2
last,last,md
week,week,nnt1
hosted,host,vvn_vvd
for,for,if
alumni,alumnus,nn2
by,by,ii
new,new,jj
school,school,nn1
President,president,nnb
Rodney,rodney,np1
Erickson.,erickson,np1
#,#,fo
According,according,ii21
to,to,ii22
Dambly,NA,np1
",",",",y
trustees,trustee,nn2
had,have,vhd
been,be,vbn
advised,advise,vvn
not,not,xx
to,to,to
speak,speak,vvi
because,because,ii21
of,of,ii22
the,the,at
ongoing,ongoing,jj
investigations,investigation,nn2
but,but,ccb
changed,change,vvd
their,their,appge
minds,mind,nn2
following,follow,vvg_ii@
the,the,at
town,town,nn1
halls,hall,nn2
.,.,y
#,#,fo
They,they,pphs2
began,begin,vvd
a,a,at1
series,series,nn
of,of,io
interviews,interview,nn2
this,this,dd1
week,week,nnt1
with,with,iw
media,media,nn
outlets,outlet,nn2
.,.,y
Also,also,rr
sitting,sit,vvg
in,in,ii
Thursday,thursday,npd1
's,'s,ge
interview,interview,nn1
with,with,iw
the,the,at
AP,ap,np1_nn1@
was,be,vbdz
Lanny,lanny,np1_jj
Davis,davis,np1
",",",",y
a,a,at1
prominent,prominent,jj
Washington,washington,np1
attorney,attorney,nn1
who,who,pnqs
has,have,vhz
been,be,vbn
retained,retain,vvn
by,by,ii
Erickson,erickson,np1
and,and,cc
the,the,at
trustees,trustee,nn2
as,as,ii_csa
an,a,at1
adviser,adviser,nn1
.,.,y
#,#,fo
NA,y,NA
It,it,pph1
was,be,vbdz
clear,clear,jj
that,that,cst
the,the,at
alumni,alumnus,nn2
",",",",y
students,student,nn2
",",",",y
faculty,faculty,nn1
and,and,cc
general,general,jj_nn1
public,public,nn1
were,be,vbdr
asking,ask,vvg
questions,question,nn2
of,of,io
the,the,at
president,president,nn1
that,that,cst
he,he,pphs1
was,be,vbdz
unable,unable,jk
to,to,to
answer,answer,vvi
",",",",y
NA,y,NA
Dambly,NA,np1_rr
said,say,vvd
.,.,y
NA,y,NA
We,we,ppis2
determined,determine,vvd@_vvn
as,as,ii
a,a,at1
group,group,nn1
that,that,cst
the,the,at
Board,board,nn1
of,of,io
Trustees,trustee,nn2
needed,need,vvn_vvd
to,to,to
answer,answer,vvi
the,the,at
questions,question,nn2
of,of,io
what,what,ddq
we,we,ppis2
knew,know,vvd
",",",",y
when,when,cs_rrq
we,we,ppis2
knew,know,vvd
it,it,pph1
and,and,cc
why,why,rrq
we,we,ppis2
made,make,vvd
the,the,at
decisions,decision,nn2
that,that,cst
we,we,ppis2
made,make,vvd
.,.,y
NA,y,NA
#,#,fo
The,the,at
trustees,trustee,nn2
on,on,ii
Thursday,thursday,npd1
cited,cite,vvd
three,three,mc
reasons,reason,nn2
for,for,if
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
moral,moral,jj
obligation,obligation,nn1
to,to,to
do,do,vdi
more,more,rrr_dar
in,in,ii31
conjunction,conjunction,ii32
with,with,ii33
reporting,report,vvg
the,the,at
2002,2002,mc
allegation,allegation,nn1
and,and,cc
statements,statement,nn2
issued,issue,vvn
by,by,ii
Paterno,paterno,nn1_np1
they,they,pphs2
felt,feel,vvd
may,may,vm
have,have,vhi
challenged,challenge,vvn
trustees,trustee,nn2
authority,authority,nn1
",",",",y
the,the,at
trustees,trustee,nn2
also,also,rr
said,say,vvd_vvn@
there,there,ex_rl
was,be,vbdz
concern,concern,nn1
that,that,cst_dd1
Paterno,paterno,np1_nn1
would,would,vm
not,not,xx
be,be,vbi
able,able,jk
to,to,to
properly,properly,rr
represent,represent,vvi
the,the,at
school,school,nn1
if,if,cs
allowed,allow,vvn
to,to,to
stay,stay,vvi
on,on,rp@_ii
as,as,rg@_csa
head,head,jj
coach,coach,nn1
the,the,at
rest,rest,nn1
of,of,io
the,the,at
2011,2011,mc
season,season,nnt1
.,.,y
#,#,fo
On,on,ii
Nov.,nov,npm1
6,6,mc
",",",",y
as,as,csa
trustees,trustee,nn2
began,begin,vvd
to,to,to
arrive,arrive,vvi
in,in,ii
State,state,nn1_np1@
College,college,nn1
in,in,ii
the,the,at
wake,wake,nn1
of,of,io
Sandusky,sandusky,np1
's,'s,ge
arrest,arrest,nn1
",",",",y
some,some,dd
were,be,vbdr
surprised,surprised,jj_vvn%
by,by,ii
a,a,at1
statement,statement,nn1
from,from,ii
Paterno,paterno,np1_nn1
made,make,vvd_vvn
without,without,iw
consulting,consult,vvg
the,the,at
university,university,nn1
",",",",y
trustee,trustee,nn1
Stephanie,stephanie,np1
Deviney,deviney,np1
said,say,vvd
.,.,y
At,at,ii
the,the,at
time,time,nnt1
",",",",y
Paterno,paterno,np1
's,'s,ge
son,son,nn1
",",",",y
lawyer,lawyer,nn1
Scott,scott,np1
Paterno,paterno,np1
",",",",y
had,have,vhd
been,be,vbn
also,also,rr
speaking,speak,vvg
on,on,ii31
behalf,behalf,ii32
of,of,ii33
his,his,appge
father,father,nn1
.,.,y
#,#,fo
NA,y,NA
When,when,rrq_cs
we,we,ppis2
're,be,vbr
in,in,ii
the,the,at
biggest,big,jjt
crisis,crisis,nn1
of,of,io
this,this,dd1
university,university,nn1
",",",",y
we,we,ppis2
all,all,db
should,should,vm
have,have,vhi
been,be,vbn
coming,come,vvg
together,together,rl
",",",",y
and,and,cc
at,at,ii
that,that,dd1
point,point,nn1
we,we,ppis2
working,work,vvg
separately,separately,rr
",",",",y
NA,y,NA
Deviney,deviney,np1
said,say,vvd
.,.,y
#,#,fo
In,in,ii
a,a,at1
statement,statement,nn1
the,the,at
morning,morning,nnt1
of,of,io
Nov.,nov,npm1
9,9,mc
that,that,cst_dd1
caught,catch,vvd
the,the,at
school,school,nn1
off-guard,off-guard,jj
",",",",y
Paterno,paterno,np1
announced,announce,vvd
he,he,pphs1
was,be,vbdz
retiring,retire,vvg_jj
effective,effective,jj
the,the,at
end,end,nn1
of,of,io
the,the,at
year,year,nnt1
.,.,y
At,at,ii
the,the,at
time,time,nnt1
",",",",y
Paterno,paterno,np1
said,say,vvd
he,he,pphs1
was,be,vbdz
devastated,devastate,vvn
by,by,ii
the,the,at
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
a,a,at1
single,single,jj
minute,minute,nnt1
discussing,discuss,vvg
my,my,appge
status,status,nn1
NA,y,NA
and,and,cc
had,have,vhd
more,more,dar_rrr
important,important,jj
matters,matter,nn2
to,to,to
address,address,vvi
.,.,y
#,#,fo
NA,y,NA
This,this,dd1
is,be,vbz
a,a,at1
tragedy,tragedy,nn1
",",",",y
NA,y,NA
Paterno,paterno,np1
said,say,vvd
then,then,rt
.,.,y
NA,y,NA
It,it,pph1
is,be,vbz
one,one,mc1
of,of,io
the,the,at
great,great,jj
sorrows,sorrow,nn2
of,of,io
my,my,appge
life,life,nn1
.,.,y
With,with,iw
the,the,at
benefit,benefit,nn1
of,of,io
hindsight,hindsight,nn1
",",",",y
I,i,ppis1
wish,wish,vv0
I,i,ppis1
had,have,vhd
done,do,vdn
more,more,rrr
.,.,y
NA,y,NA
#,#,fo
Following,follow,vvg_ii@
a,a,at1
two-hour,two-hour,jj
meeting,meeting,nn1
later,later,rrr
that,that,dd1
night,night,nnt1
in,in,ii
which,which,ddq
Dambly,NA,rr_np1
said,say,vvd
the,the,at
trustees,trustee,nn2
came,come,vvd
to,to,ii
a,a,at1
consensus,consensus,nn1
",",",",y
vice,vice,jj_ii
chair,chair,nn1
John,john,np1
Surma,surma,np1
had,have,vhd
an,a,at1
assistant,assistant,jj
athletic,athletic,jj
director,director,nn1
relay,relay,vv0_nn1
a,a,at1
message,message,nn1
to,to,ii
Paterno,paterno,np1
's,'s,ge
home,home,nn1
to,to,to
call,call,vvi
him,him,ppho1
.,.,y
By,by,ii
then,then,rt
",",",",y
a,a,at1
large,large,jj
crowd,crowd,nn1
of,of,io
students,student,nn2
and,and,cc
media,media,nn
were,be,vbdr
outside,outside,ii_jj
Paterno,paterno,np1_nn1
's,'s,ge
house,house,nn1
.,.,y
#,#,fo
According,according,ii21
to,to,ii22
The,the,at
Washington,washington,np1
Post,post,nn1
",",",",y
Surma,surma,np1
told,tell,vvd
Paterno,paterno,np1_nn1
",",",",y
NA,y,NA
In,in,ii
the,the,at
best,best,jjt
interests,interest,nn2
of,of,io
the,the,at
university,university,nn1
",",",",y
you,you,ppy
are,be,vbr
terminated,terminate,vvn_jj
.,.,y
NA,y,NA
Paterno,paterno,np1@_nn1
hung,hang,vvd
up,up,rp
and,and,cc
repeated,repeat,vvd
the,the,at
words,word,nn2
to,to,ii
his,his,appge
wife,wife,nn1
",",",",y
who,who,pnqs
redialed,redialed,vvd
the,the,at
number,number,nn1
.,.,y
#,#,fo
NA,y,NA
After,after,ii_cs
61,61,mc
years,year,nnt2
he,he,pphs1
deserved,deserve,vvd
better,better,rrr_jjr
",",",",y
NA,y,NA
Sue,sue,np1
Paterno,paterno,np1
said,say,vvd
.,.,y
NA,y,NA
He,he,pphs1
deserved,deserve,vvd
better,better,rrr_jjr
.,.,y
NA,y,NA
The,the,at
she,she,pphs1
hung,hang,vvd
up,up,rp
.,.,y
#,#,fo
According,according,ii21
to,to,ii22
Davis,davis,np1
on,on,ii
Thursday,thursday,npd1
",",",",y
Surma,surma,np1
never,never,rr
got,get,vvd_vvn
the,the,at
chance,chance,nn1
to,to,to
say,say,vvi
two,two,mc
more,more,dar
things,thing,nn2
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
the,the,at
decision,decision,nn1
over,over,ii
the,the,at
phone,phone,nn1
;,;,y
and,and,cc
that,that,cst
the,the,at
school,school,nn1
was,be,vbdz
going,go,vvgk
to,to,to
honor,honor,vvi
his,his,appge
contract,contract,nn1
and,and,cc
retirement,retirement,nn1
package,package,nn1
as,as,cs21
if,if,cs22
he,he,pphs1
had,have,vhd
retired,retire,vvn
at,at,ii
the,the,at
end,end,nn1
of,of,io
2011.,2011,mc
#,#,fo
Dambly,NA,np1_rr
insisted,insist,vvd
Paterno,paterno,np1_nn1
was,be,vbdz
not,not,xx
fired,fire,vvn
",",",",y
although,although,cs
he,he,pphs1
never,never,rr
appeared,appear,vvd_vvn@
as,as,csa_ii@
coach,coach,nn1
again,again,rt
.,.,y
He,he,pphs1
remains,remain,vvz
a,a,at1
tenured,tenured,jj@
faculty,faculty,nn1
member,member,nn1
",",",",y
Dambly,NA,np1_rr
said,say,vvd
.,.,y
#,#,fo
Spanier,spanier,np1_nn1
",",",",y
too,too,rr@_rg
",",",",y
remains,remain,vvz
a,a,at1
tenured,tenured,jj@
faculty,faculty,nn1
member,member,nn1
and,and,cc
is,be,vbz
on,on,ii
sabbatical,sabbatical,nn1
.,.,y
The,the,at
school,school,nn1
has,have,vhz
said,say,vvn
that,that,cst
he,he,pphs1
had,have,vhd
resigned,resign,vvn
",",",",y
but,but,ccb
trustees,trustee,nn2
Thursday,thursday,npd1
said,say,vvd
his,his,appge
contract,contract,nn1
as,as,csa_ii@
president,president,nn1
had,have,vhd
been,be,vbn
terminated,terminate,vvn
.,.,y
#,#,fo
With,with,iw
Spanier,spanier,nn1_np1
in,in,ii
attendance,attendance,nn1
",",",",y
general,general,jj_nn1
counsel,counsel,nn1
Cynthia,cynthia,np1
Baldwin,baldwin,np1
had,have,vhd
briefed,brief,vvn
the,the,at
board,board,nn1
about,about,ii
the,the,at
grand,grand,jj
jury,jury,nn1
investigation,investigation,nn1
into,into,ii
Sandusky,sandusky,np1
in,in,ii
May,may,npm1
.,.,y
Recounting,recount,vvg
the,the,at
briefing,briefing,nn1
",",",",y
Dambly,NA,np1_rr
said,say,vvd
Thursday,thursday,npd1
trustees,trustee,nn2
were,be,vbdr
led,lead,vvn
to,to,to
believe,believe,vvi
the,the,at
investigation,investigation,nn1
was,be,vbdz
related,relate,vvn
to,to,ii
Sandusky,sandusky,np1
's,'s,ge
charity,charity,nn1
for,for,if
at-risk,at-risk,jj_nn1
youth,youth,nn1
",",",",y
The,the,at
Second,second,md_nnt1
Mile,mile,nnu1
",",",",y
or,or,cc
activities,activity,nn2
in,in,ii
Lock,lock,np1
Haven,haven,np1@_nn1
",",",",y
a,a,at1
small,small,jj
town,town,nn1
about,about,rg
45,45,mc
minutes,minute,nnt2
north,north,nd1
of,of,io
State,state,nn1
College,college,nn1
.,.,y
#,#,fo
Authorities,authority,nn2
have,have,vh0
said,say,vvn
Sandusky,sandusky,np1
met,meet,vvd
his,his,appge
accusers,accuser,nn2
through,through,ii
the,the,at
charity,charity,nn1
.,.,y
#,#,fo
Trustees,trustee,nn2
typically,typically,rr
get,get,vv0
briefed,brief,vvn
on,on,ii
legal,legal,jj
matters,matter,nn2
.,.,y
The,the,at
case,case,nn1
was,be,vbdz
not,not,xx
presented,present,vvn
in,in,ii
a,a,at1
way,way,nn1
NA,y,NA
as,as,csa
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
said,say,vvd
.,.,y
Trustees,trustee,nn2
said,say,vvd
they,they,pphs2
learned,learn,vvd
the,the,at
details,detail,nn2
with,with,iw
the,the,at
rest,rest,nn1
of,of,io
the,the,at
public,public,nn1_jj
on,on,ii
Nov.,nov,npm1
5,5,mc
:,:,y
through,through,ii
newspaper,newspaper,nn1
",",",",y
broadcast,broadcast,nn1_vv0_vvn
or,or,cc
online,online,jj
accounts,account,nn2
.,.,y
#,#,fo
The,the,at
next,next,md
day,day,nnt1
Spanier,spanier,np1_nn1
offered,offer,vvd
more,more,dar
details,detail,nn2
.,.,y
He,he,pphs1
issued,issue,vvd
a,a,at1
statement,statement,nn1
calling,call,vvg
the,the,at
allegations,allegation,nn2
troubling,trouble,vvg_jj
and,and,cc
adding,add,vvg
that,that,dd1_cst
athletic,athletic,jj
director,director,nn1
Tim,tim,np1
Curley,curley,np1
and,and,cc
vice,vice,jj_nn1
president,president,nn1
Gary,gary,np1
Schultz,schultz,np1
had,have,vhd
his,his,appge
unconditional,unconditional,jj
support,support,nn1
.,.,y
#,#,fo
Schultz,schultz,np1
and,and,cc
Curley,curley,np1
are,be,vbr
awaiting,await,vvg
trial,trial,nn1
after,after,ii
pleading,plead,vvg
not,not,xx
guilty,guilty,jj
to,to,ii
charges,charge,nn2
of,of,io
perjury,perjury,nn1
and,and,cc
failing,fail,vvg
to,to,to
report,report,vvi
the,the,at
2002,2002,mc
allegation,allegation,nn1
to,to,ii
authorities,authority,nn2
.,.,y
Curley,curley,nn1_np1@
is,be,vbz
on,on,ii
administrative,administrative,jj
leave,leave,nn1
",",",",y
while,while,cs
Schultz,schultz,np1
",",",",y
whose,whose,ddqge
department,department,nn1
oversaw,oversaw,nn1_vv0
campus,campus,nn1
police,police,nn2
",",",",y
returned,return,vvn_vvd
to,to,ii
retirement,retirement,nn1
.,.,y
#,#,fo
By,by,ii
Nov.,nov,npm1
7,7,mc
",",",",y
Spanier,spanier,np1
's,'s,ge
support,support,nn1
on,on,ii
the,the,at
board,board,nn1
had,have,vhd
eroded,erode,vvn
",",",",y
Myers,myers,np1
said,say,vvd
.,.,y
#,#,fo
NA,y,NA
It,it,pph1
was,be,vbdz
very,very,rg
emotional,emotional,jj
.,.,y
How,how,rrq
could,could,vm
this,this,dd1
have,have,vhi
happened,happen,vvn@
",",",",y
NA,y,NA
Myers,myers,np1
said,say,vvd
in,in,ii_rp@
recounting,recount,vvg
the,the,at
deliberations,deliberation,nn2
and,and,cc
initial,initial,jj_nn1
reaction,reaction,nn1
to,to,ii
the,the,at
allegations,allegation,nn2
.,.,y
NA,y,NA
This,this,dd1
is,be,vbz
the,the,at
antithesis,antithesis,nn1
of,of,io
what,what,ddq
the,the,at
university,university,nn1
stood,stand,vvd_vvn@
for,for,if
.,.,y
NA,y,NA
#,#,fo
Efforts,effort,nn2
Thursday,thursday,npd1
by,by,ii
the,the,at
AP,ap,np1_nn1@
to,to,to
reach,reach,vvi
Spanier,spanier,np1_nn1
were,be,vbdr
not,not,xx
successful,successful,jj
.,.,y
#,#,fo
Paterno,paterno,nn1_np1
is,be,vbz
battling,battle,vvg_jj@
lung,lung,nn1
cancer,cancer,nn1
.,.,y
His,his,appge
attorney,attorney,nn1
",",",",y
Sollers,sollers,np1
",",",",y
issued,issue,vvd_vvn
a,a,at1
statement,statement,nn1
blasting,blast,vvg
the,the,at
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
@,NA,ii
over,over,ii
the,the,at
last,last,md
24,24,mc
hours,hour,nnt2
is,be,vbz
insensitive,insensitive,jj
",",",",y
self-serving,self-serving,jj_nn1
and,and,cc
unsupported,unsupported,jj
by,by,ii
the,the,at
facts,fact,nn2
",",",",y
NA,y,NA
he,he,pphs1
said,say,vvd
.,.,y
NA,y,NA
Placing,place,vvg
wholesale,wholesale,jj_rr@
blame,blame,nn1_vv0
on,on,ii
Joe,joe,np1
Paterno,paterno,np1_nn1
for,for,if
the,the,at
break,break,nn1_vv0
down,down,rp
in,in,ii
Penn,penn,np1
State,state,nn1
's,'s,ge
investigative,investigative,jj
processes,process,nn2
is,be,vbz
a,a,at1
misguided,misguided,jj
attempt,attempt,nn1
to,to,to
distract,distract,vvi
the,the,at
media,media,nn
and,and,cc
the,the,at
public,public,nn1_jj
from,from,ii
scrutinizing,scrutinize,vvg
the,the,at
conduct,conduct,nn1
of,of,io
everyone,everyone,pn1
involved,involve,vvd_vvn
.,.,y
It,it,pph1
is,be,vbz
also,also,rr
irresponsible,irresponsible,jj
to,to,to
claim,claim,vvi
that,that,cst
Joe,joe,np1
Paterno,paterno,np1
has,have,vhz
been,be,vbn
afforded,afford,vvn
due,due,jj
process,process,nn1
.,.,y
NA,y,NA
#,#,fo
In,in,ii
a,a,at1
separate,separate,jj
statement,statement,nn1
",",",",y
the,the,at
group,group,nn1
Penn,penn,np1
Staters,stater,np1_nn2
for,for,if
Responsible,responsible,jj
Stewardship,stewardship,nn1_np1
said,say,vvd
the,the,at
board,board,nn1
's,'s,ge
comments,comment,nn2
have,have,vh0
NA,y,NA
done,do,vdn
nothing,nothing,pn1
but,but,cs
raise,raise,vvi
additional,additional,jj
questions,question,nn2
.,.,y
NA,y,NA
The,the,at
group,group,nn1
started,start,vvd_vvn@
in,in,ii
mid-November,mid-november,npm1
",",",",y
growing,grow,vvg
out,out,ii21
of,of,ii22
what,what,ddq
a,a,at1
spokeswoman,spokeswoman,nn1
said,say,vvd
was,be,vbdz
a,a,at1
common,common,jj
frustration,frustration,nn1
among,among,ii
members,member,nn2
over,over,ii
a,a,at1
lack,lack,nn1
of,of,io
due,due,jj
process,process,nn1
at,at,ii
the,the,at
school,school,nn1
.,.,y
#,#,fo
NA,y,NA
We,we,ppis2
can,can,vm
conclude,conclude,vvi
",",",",y
that,that,dd1_cst
consequently,consequently,rr
",",",",y
their,their,appge
hasty,hasty,jj
and,and,cc
panicked,panicked,jj@_vvd
damage,damage,nn1
control,control,nn1
efforts,effort,nn2
in,in,ii
the,the,at
first,first,md
days,day,nnt2
of,of,io
November,november,npm1
",",",",y
and,and,cc
the,the,at
uncomfortable,uncomfortable,jj
position,position,nn1
